hotel.id: Descending,includes_weekend: Descending,is_cardless: Descending,is_prepaid: Descending,checkin_date: Descending,nights: Descending,number_of_rooms: Descending,hotel.stars: Descending,hotel.type.keyword: Descending,customer.country_code.keyword: Descending,hotel.country_en.keyword: Descending,hotel.city_en.keyword: Descending,customer.platform.keyword: Descending,created_at per day,cancelled: Descending
1086254,1,0,0,"November 10, 2017",1,1,5,Hotel Resort,SA,Bahrain,Manama,iPhoneApp,"November 6, 2017",0
673610,1,0,0,"September 1, 2017",4,1,3,Hotel,SA,Saudi Arabia,Dammam,AndroidApp,"August 28, 2017",0
379380,1,0,0,"August 26, 2017",2,1,4,Hotel,GB,Sweden,Stockholm,iPhoneApp,"July 10, 2017",1
394662,0,0,1,"November 6, 2017",4,4,4,Hotel,SA,Germany,Cologne,iPhoneApp,"June 26, 2017",0
425508,0,0,0,"September 17, 2017",3,2,4,Hotel,MA,Morocco,Marrakech,iPhoneApp,"September 11, 2017",0
17332,1,0,0,"March 16, 2017",4,1,4,Hotel,SA,Turkey,Istanbul,iPhoneApp,"March 13, 2017",0
56878,1,0,0,"January 27, 2017",6,1,4,Hotel,SA,Saudi Arabia,Madinah,Safari,"January 9, 2017",0
459536,1,0,1,"October 27, 2017",2,1,4,Hotel,SA,Turkey,Istanbul,iPhoneApp,"October 23, 2017",0
23672,0,0,0,"October 4, 2017",2,1,5,Hotel,SA,Egypt,Cairo,Chrome,"October 2, 2017",0
21022,1,1,0,"September 21, 2017",2,3,3,Hotel,JO,Jordan,Wadi Musa,AndroidApp,"September 18, 2017",0
815250,1,0,0,"August 17, 2017",6,2,4,Apartment,SA,United Kingdom,London,Chrome,"July 3, 2017",1
249350,0,0,1,"September 17, 2017",1,1,3,Apartment,AE,Ukraine,Kiev,AndroidApp,"September 11, 2017",0
55340,0,0,0,"January 22, 2017",2,1,5,Hotel,SA,Qatar,Doha,iOS,"January 16, 2017",0
728152,1,0,0,"April 6, 2017",2,2,4,Hotel,SA,Saudi Arabia,Al Khobar,iPhoneApp,"April 3, 2017",0
44180,0,0,0,"August 22, 2017",2,1,4,Hotel,AE,United Arab Emirates,Abu Dhabi,iPhoneApp,"August 14, 2017",1
874326,0,1,0,"October 8, 2017",1,1,0,Apartment,SA,Saudi Arabia,Madinah,Chrome,"October 2, 2017",0
16056,0,0,0,"November 15, 2017",2,1,4,Apart Hotel,JO,Saudi Arabia,Hafr Albatin,iPhoneApp,"November 6, 2017",1
14828,1,0,0,"November 25, 2017",5,1,3,Hotel,LY,Egypt,Sharm el Sheikh,Chrome,"November 13, 2017",0
979998,0,1,0,"December 21, 2017",1,1,0,Apartment,SA,Saudi Arabia,Jeddah,iPhoneApp,"December 18, 2017",0
16346,0,0,0,"July 25, 2017",1,1,5,Hotel,KW,Kuwait,Kuwait City,iPhoneApp,"July 17, 2017",0
22988,0,0,0,"July 9, 2017",1,1,3,Hotel,SA,Saudi Arabia,Dammam,iPhoneApp,"March 26, 2017",0
364742,1,0,1,"August 8, 2017",4,2,3,Hotel,AE,Switzerland,Spiez,iPhoneApp,"August 7, 2017",0
333146,0,0,0,"September 20, 2017",1,1,4,Hotel,ID,Indonesia,Bandung,Chrome,"September 18, 2017",0
25732,1,0,0,"January 11, 2017",4,1,4,Hotel,JO,United Arab Emirates,Dubai,AndroidApp,"January 9, 2017",0
26448,0,0,0,"August 29, 2017",1,1,3,Hotel,TN,Tunisia,Hammamet,iPhoneApp,"August 28, 2017",1
384870,1,0,0,"April 29, 2017",3,1,5,Apart Hotel,IL,Jordan,Amman,Chrome,"February 6, 2017",0
42072,1,0,0,"January 15, 2018",8,1,4,Hostel/BackPacker Accommodation,SA,United Arab Emirates,Dubai,Chrome,"December 25, 2017",0
13018,0,0,1,"December 7, 2017",1,1,3,Hotel,PS,Jordan,Amman,AndroidApp,"December 4, 2017",0
822764,1,1,0,"January 5, 2018",13,1,2,Apart Hotel,SA,Saudi Arabia,Jeddah,iPhoneApp,"December 25, 2017",1
589702,0,0,0,"May 28, 2017",1,1,0,Hotel,SA,Saudi Arabia,Dammam,iPhoneApp,"May 22, 2017",0
874298,0,1,0,"October 8, 2017",1,1,0,Apartment,SA,Saudi Arabia,Makkah (Mecca),iPhoneApp,"October 2, 2017",0
474168,0,0,1,"June 27, 2017",2,2,3,Hotel,MA,Morocco,Tangier,iPhoneApp,"May 29, 2017",1
17786,1,0,0,"January 26, 2017",4,1,5,Apartment,SA,Qatar,Doha,Chrome,"January 23, 2017",0
746120,0,1,0,"January 23, 2017",4,1,4,Apart Hotel,SA,Saudi Arabia,Jeddah,iOS,"January 16, 2017",0
822782,1,1,0,"April 7, 2017",1,1,0,Suite,SA,Saudi Arabia,Riyadh,iPhoneApp,"April 3, 2017",0
353462,0,0,1,"July 4, 2017",3,1,3,Hotel Resort,PH,Philippines,Boracay Island,AndroidApp,"July 3, 2017",0
42064,0,0,0,"August 7, 2017",2,1,3,Apart Hotel,OM,United Arab Emirates,Dubai,iPhoneApp,"July 31, 2017",0
14942,0,0,0,"July 27, 2017",1,1,4,Hotel,AE,United Arab Emirates,Al Ain,AndroidApp,"July 17, 2017",1
45480,0,0,1,"June 25, 2017",2,2,3,Apart Hotel,BH,Kuwait,Kuwait City,Chrome,"June 19, 2017",0
323182,0,0,0,"August 27, 2017",1,1,5,Hotel,LY,United States,Los Angeles,AndroidApp,"August 21, 2017",1
575772,1,0,0,"October 19, 2017",2,1,3,Hotel,AE,United Arab Emirates,Sharjah,iOS,"October 16, 2017",0
822908,0,0,0,"July 13, 2017",1,1,3,Hotel,SA,Saudi Arabia,Madinah,iPhoneApp,"June 5, 2017",1
384870,0,0,0,"July 30, 2017",1,1,5,Apart Hotel,SA,Jordan,Amman,iPhoneApp,"July 24, 2017",1
822722,0,1,0,"June 14, 2017",1,1,2,Apart Hotel,SA,Saudi Arabia,Jeddah,iPhoneApp,"June 12, 2017",0
281578,0,0,0,"September 4, 2017",1,2,5,Hotel,QA,Azerbaijan,Baku,Chrome,"September 4, 2017",0
16316,1,0,0,"July 22, 2017",3,1,5,Hotel,SA,Kuwait,Salmiyah,iPhoneApp,"June 19, 2017",1
14252,1,0,1,"February 21, 2017",5,1,5,Hotel,SA,Egypt,Cairo,iPhoneApp,"February 13, 2017",0
304802,0,0,0,"April 2, 2017",3,1,5,Hotel,SA,Turkey,Bodrum,AndroidApp,"March 26, 2017",0
734328,0,0,0,"October 1, 2017",5,3,4,Others,SA,United Arab Emirates,Dubai,AndroidApp,"June 12, 2017",0
874298,1,1,0,"July 21, 2017",2,2,0,Apartment,SA,Saudi Arabia,Makkah (Mecca),iPhoneApp,"July 17, 2017",1
208576,1,0,1,"July 13, 2017",3,2,4,Hotel,SA,Malaysia,Penang,iPhoneApp,"June 26, 2017",0
737404,1,0,0,"October 20, 2017",1,1,3,Others,SA,Kuwait,Salmiyah,Chrome,"October 16, 2017",0
822568,1,1,0,"March 31, 2017",1,1,4,Hotel,SA,Saudi Arabia,Jeddah,Chrome,"March 20, 2017",0
822438,1,1,0,"February 23, 2017",2,1,3,Hotel,SA,Kuwait,Salmiyah,Chrome,"January 9, 2017",0
822806,1,1,0,"November 3, 2017",1,1,4,Apart Hotel,SA,Saudi Arabia,Riyadh,AndroidApp,"October 30, 2017",0
57732,1,0,0,"July 5, 2017",10,1,3,Apart Hotel,JO,United Arab Emirates,Dubai,iPhoneApp,"June 26, 2017",1
235344,0,0,0,"August 21, 2017",1,1,3,Hotel,SA,Saudi Arabia,Jeddah,Chrome,"August 21, 2017",0
24010,0,0,0,"October 19, 2017",1,3,4,Hotel,AE,United Arab Emirates,Ras Al Khaimah,iPhoneApp,"October 2, 2017",0
1071782,1,0,0,"March 21, 2018",10,1,4,Hotel,JO,United Arab Emirates,Dubai,AndroidApp,"November 13, 2017",1
541784,1,0,0,"October 24, 2017",13,1,3,Apart Hotel,SA,Turkey,Istanbul,AndroidApp,"July 10, 2017",1
19042,1,0,0,"February 15, 2017",3,1,5,Hotel,SA,Turkey,Istanbul,AndroidApp,"February 6, 2017",0
822494,0,0,0,"March 28, 2017",1,1,3,Apartment,SA,Saudi Arabia,Riyadh,AndroidApp,"March 26, 2017",0
737730,1,0,0,"February 1, 2017",3,2,4,Others,SA,Sri Lanka,Bentota,iPhoneApp,"January 23, 2017",0
685812,1,0,0,"March 29, 2017",3,1,3,Hotel,SA,Saudi Arabia,Makkah (Mecca),Chrome,"March 26, 2017",0
744458,0,0,0,"January 24, 2017",2,1,5,Hotel,OM,Saudi Arabia,Makkah (Mecca),iPhoneApp,"January 16, 2017",0
673352,1,0,0,"December 2, 2017",2,1,1,Hostel/BackPacker Accommodation,OM,United Arab Emirates,Sharjah,AndroidApp,"November 27, 2017",1
319682,0,0,0,"August 6, 2017",1,1,5,Hotel Resort,QA,Qatar,Doha,iPhoneApp,"July 17, 2017",0
331376,0,0,0,"September 19, 2017",1,1,0,Hotel,SA,Turkey,Istanbul,iPhoneApp,"September 18, 2017",0
21908,0,0,0,"October 9, 2017",4,1,4,Hotel,SA,United Arab Emirates,Dubai,iPhoneApp,"October 9, 2017",0
757348,0,0,0,"August 1, 2017",2,1,3,Others,SA,Saudi Arabia,Taif,Chrome,"July 24, 2017",0
42296,1,0,0,"January 5, 2017",2,2,5,Hotel,SA,Saudi Arabia,Madinah,Chrome,"January 2, 2017",1
14638,1,0,0,"July 27, 2017",2,1,5,Hotel Resort,JO,Jordan,Dead Sea,Chrome,"July 3, 2017",0
822716,0,1,0,"May 21, 2017",1,1,0,Hotel,SA,Saudi Arabia,Madinah,iPhoneApp,"May 15, 2017",0
461936,1,0,0,"July 10, 2017",19,1,3,Hotel,IL,Russia,Moscow,Chrome,"June 19, 2017",1
979990,0,1,0,"December 24, 2017",1,1,0,Apartment,SA,Saudi Arabia,Jeddah,iPhoneApp,"December 18, 2017",1
24412,0,0,0,"January 22, 2017",5,2,4,Hotel,KW,United Arab Emirates,Dubai,iPhoneApp,"January 16, 2017",1
327620,1,0,0,"February 24, 2017",5,1,4,Hotel,TN,Tunisia,Midoun,Chrome,"February 20, 2017",0
32782,1,1,0,"January 27, 2017",1,2,4,Hotel,SA,Saudi Arabia,Makkah (Mecca),iPhoneApp,"January 16, 2017",0
1062172,1,0,0,"November 12, 2017",10,1,3,Hotel,EG,Egypt,Sharm el Sheikh,AndroidApp,"October 30, 2017",0
744392,0,1,0,"November 23, 2017",1,1,3,Hotel,SA,Saudi Arabia,Al Khobar,iPhoneApp,"November 20, 2017",0
14938,1,0,0,"May 25, 2017",2,1,5,Hotel,SA,Qatar,Doha,Chrome,"May 22, 2017",0
451442,1,0,0,"August 23, 2017",1,3,4,Hotel,SA,Turkey,Istanbul,Chrome,"August 21, 2017",0
1072956,1,0,0,"June 23, 2017",1,1,2,Apart Hotel,SA,Saudi Arabia,Makkah (Mecca),AndroidApp,"June 19, 2017",1
14556,1,0,0,"April 5, 2017",3,1,4,Hotel,SA,Egypt,Cairo,Chrome,"March 26, 2017",1
19680,1,0,0,"December 18, 2017",5,1,3,Hotel,SA,United Arab Emirates,Dubai,iPhoneApp,"December 11, 2017",0
32778,0,1,0,"January 11, 2017",2,1,4,Hotel,SA,Saudi Arabia,Makkah (Mecca),AndroidApp,"January 2, 2017",0
17144,0,1,0,"August 1, 2017",1,1,3,Hotel,SA,Bahrain,Manama,AndroidApp,"July 31, 2017",0
23860,0,0,0,"June 20, 2017",1,1,4,Hotel,DE,Saudi Arabia,Jeddah,iPhoneApp,"May 15, 2017",1
42158,1,0,0,"February 16, 2017",2,1,0,Villa,SA,Saudi Arabia,Jeddah,AndroidApp,"February 6, 2017",0
31742,0,0,0,"August 16, 2017",1,1,4,Hotel,SA,Saudi Arabia,Al Khobar,iPhoneApp,"August 14, 2017",0
500070,1,0,0,"February 14, 2017",4,1,4,Hotel,TH,Thailand,Bangkok,Chrome,"February 6, 2017",0
434622,0,0,1,"September 11, 2017",2,1,5,Hotel,SA,Malaysia,Kuala Lumpur,AndroidApp,"August 28, 2017",0
42158,0,0,0,"March 16, 2017",1,1,0,Villa,SA,Saudi Arabia,Jeddah,iPhoneApp,"March 13, 2017",0
822672,0,0,0,"June 12, 2017",3,1,0,Hotel,SA,Saudi Arabia,Jeddah,iPhoneApp,"June 12, 2017",0
757348,1,0,0,"September 2, 2017",2,1,3,Others,SA,Saudi Arabia,Taif,AndroidApp,"August 28, 2017",0
333758,1,0,0,"July 8, 2017",2,1,4,Hotel,SA,Indonesia,Jakarta,iPhoneApp,"June 12, 2017",1
803576,0,0,1,"December 5, 2017",2,1,0,Others,TR,Turkey,Antalya,Chrome,"December 4, 2017",0
14902,1,0,0,"January 7, 2017",3,2,4,Hotel,KW,Lebanon,Beirut,iPhoneApp,"January 2, 2017",0
452692,0,0,0,"June 6, 2017",3,1,4,Hotel,JO,Spain,Madrid,Chrome,"March 13, 2017",1
985632,1,0,1,"September 7, 2017",4,1,2,Hotel,CA,Germany,Frankfurt,iPhoneApp,"August 28, 2017",0
357474,0,0,0,"October 3, 2017",3,1,0,All Inclusive,SA,Turkey,Bodrum,AndroidApp,"September 18, 2017",0
24376,1,0,0,"August 3, 2017",5,2,4,Hotel,SA,United Arab Emirates,Dubai,Edge,"July 31, 2017",0
24838,1,0,0,"February 27, 2017",5,1,4,Apart Hotel,SA,United Arab Emirates,Dubai,iPhoneApp,"February 20, 2017",1
822718,1,1,0,"September 2, 2017",1,1,4,Apart Hotel,SA,Saudi Arabia,Jeddah,iPhoneApp,"August 21, 2017",0
32094,1,0,0,"September 29, 2017",1,1,4,Hotel,SA,Bahrain,Manama,iPhoneApp,"September 25, 2017",0
19424,1,0,0,"September 23, 2017",1,1,5,Hotel,BH,Bahrain,Manama,iPhoneApp,"September 18, 2017",0
25028,1,0,0,"February 17, 2017",3,1,4,Hotel,OM,United Arab Emirates,Sharjah,AndroidApp,"February 6, 2017",1
739232,0,0,0,"November 7, 2017",1,1,0,Others,SA,Saudi Arabia,Jeddah,iPhoneApp,"October 30, 2017",1
40206,0,0,0,"June 21, 2017",1,1,5,Hotel,SA,Morocco,Marrakech,AndroidApp,"June 19, 2017",1
15104,1,0,0,"March 10, 2017",2,2,5,Hotel,SA,Saudi Arabia,Madinah,Chrome,"March 6, 2017",0
45292,0,0,0,"May 16, 2017",2,2,4,Hotel,SA,Saudi Arabia,Riyadh,Chrome,"May 1, 2017",1
19440,0,0,0,"January 24, 2017",3,1,4,Hotel,SA,Bahrain,Manama,iOS,"January 9, 2017",0
19692,1,0,0,"July 13, 2017",2,1,5,Hotel,SA,United Arab Emirates,Dubai,iPhoneApp,"July 3, 2017",1
621754,1,0,0,"July 7, 2017",1,1,3,Hotel,SA,United Arab Emirates,Dubai,iPhoneApp,"July 3, 2017",0
221014,1,0,0,"March 20, 2017",7,1,4,Hotel,JO,Greece,Athens,Chrome,"February 20, 2017",1
42356,1,0,0,"June 28, 2017",3,1,4,Hotel,SA,Saudi Arabia,Madinah,AndroidApp,"June 26, 2017",1
42064,0,0,0,"July 31, 2017",2,1,3,Apart Hotel,SA,United Arab Emirates,Dubai,iPhoneApp,"July 24, 2017",1
744392,0,1,0,"June 26, 2017",1,1,3,Hotel,SA,Saudi Arabia,Al Khobar,iPhoneApp,"June 26, 2017",0
242038,0,0,0,"August 14, 2017",1,1,5,Hotel,AE,United Arab Emirates,Abu Dhabi,iPhoneApp,"August 7, 2017",0
18136,0,0,0,"February 16, 2017",1,1,4,Hotel,SA,United Arab Emirates,Dubai,iPhoneApp,"February 13, 2017",0
874314,0,1,0,"August 29, 2017",1,1,4,Hotel,SA,Saudi Arabia,Jeddah,Chrome,"August 28, 2017",0
20180,0,0,0,"July 24, 2017",1,4,5,Hotel,PS,Turkey,Marmaris,iPhoneApp,"July 24, 2017",1
697888,0,0,0,"June 28, 2017",2,1,3,Others,SA,Saudi Arabia,Al Khobar,AndroidApp,"February 20, 2017",1
17496,0,0,0,"February 27, 2017",1,1,3,Hotel,OM,Oman,Muscat,iPhoneApp,"February 27, 2017",0
42280,0,0,0,"March 22, 2017",1,1,4,Hotel,SA,Saudi Arabia,Makkah (Mecca),iPhoneApp,"March 20, 2017",0
28666,0,0,1,"September 6, 2017",2,1,4,Hotel,SA,Saudi Arabia,Al Khobar,iPhoneApp,"September 4, 2017",0
19416,0,0,0,"January 15, 2017",2,1,5,Hotel Resort,SA,Bahrain,Manama,AndroidApp,"January 9, 2017",0
807056,1,0,0,"November 23, 2017",2,1,3,Others,SA,Saudi Arabia,Madinah,iPhoneApp,"November 20, 2017",0
375756,1,0,0,"February 4, 2017",1,1,2,Hotel,IL,Spain,Barcelona,AndroidApp,"January 2, 2017",1
24122,1,0,0,"July 7, 2017",2,1,3,Hotel,OM,United Arab Emirates,Sharjah,iPhoneApp,"July 3, 2017",0
874278,0,1,0,"July 27, 2017",1,1,0,Suite,SA,Saudi Arabia,Jeddah,Chrome,"July 24, 2017",0
240392,1,0,0,"September 14, 2017",6,1,4,Hotel,JO,Lebanon,Beirut,iPhoneApp,"September 4, 2017",0
26760,0,0,0,"July 12, 2017",1,1,4,Hotel,OM,Oman,Muscat,Chrome,"July 10, 2017",0
822458,1,1,0,"March 17, 2017",2,1,0,Hotel,SA,Saudi Arabia,Madinah,AndroidApp,"March 13, 2017",0
12206,1,0,0,"September 1, 2017",3,1,5,Hotel,JO,Jordan,Amman,iPhoneApp,"August 28, 2017",0
580930,1,0,0,"June 16, 2017",1,1,3,Hotel,SA,Saudi Arabia,Makkah (Mecca),AndroidApp,"June 12, 2017",0
42064,0,0,0,"August 30, 2017",1,2,3,Apart Hotel,OM,United Arab Emirates,Dubai,iPhoneApp,"June 26, 2017",1
580930,1,0,0,"June 9, 2017",1,1,3,Hotel,SA,Saudi Arabia,Makkah (Mecca),iPhoneApp,"June 5, 2017",0
16088,0,0,1,"September 6, 2017",1,1,5,Hotel,AE,United Arab Emirates,Al Aqah,iPhoneApp,"September 4, 2017",0
19646,1,0,0,"February 2, 2017",4,1,5,Hotel,QA,United Arab Emirates,Dubai,iPhoneApp,"January 23, 2017",0
621754,0,0,0,"August 20, 2017",5,2,3,Hotel,SA,United Arab Emirates,Dubai,iPhoneApp,"August 7, 2017",1
34904,0,0,1,"March 1, 2017",2,2,5,Hotel,QA,Bahrain,Manama,Chrome,"February 27, 2017",0
57796,0,0,0,"August 24, 2017",1,1,0,Hotel,SA,Saudi Arabia,Riyadh,iPhoneApp,"August 14, 2017",1
822738,0,1,0,"January 24, 2017",2,1,5,Hotel Resort,SA,Saudi Arabia,Tabuk,AndroidApp,"January 23, 2017",0
274014,0,0,0,"January 30, 2018",3,1,4,Hotel,SA,Turkey,Istanbul,iPhoneApp,"December 18, 2017",0
250882,1,0,0,"July 7, 2017",3,1,3,Apart Hotel,SA,Malaysia,Langkawi,iPhoneApp,"June 12, 2017",0
15900,1,0,0,"July 13, 2017",2,1,4,Others,SA,Kuwait,Kuwait City,iPhoneApp,"July 3, 2017",1
14860,1,0,0,"September 21, 2017",2,1,3,Hotel,JO,Jordan,Aqaba,Chrome,"September 18, 2017",0
822806,1,0,0,"June 28, 2017",5,1,4,Apart Hotel,SA,Saudi Arabia,Riyadh,AndroidApp,"June 19, 2017",1
874278,1,1,0,"August 26, 2017",3,1,0,Suite,SA,Saudi Arabia,Jeddah,AndroidApp,"August 14, 2017",1
822438,0,0,0,"February 14, 2017",2,1,3,Hotel,SA,Kuwait,Salmiyah,Chrome,"February 13, 2017",0
744498,1,1,0,"June 9, 2017",1,1,4,Hotel,SA,Saudi Arabia,Jeddah,iPhoneApp,"June 5, 2017",0
25900,1,0,0,"January 8, 2018",8,1,4,Hotel,SA,United Arab Emirates,Dubai,iPhoneApp,"December 25, 2017",0
355768,1,0,0,"August 26, 2017",2,1,2,Hotel,IQ,France,Paris,iPhoneApp,"August 14, 2017",0
250502,1,0,1,"March 9, 2017",2,1,3,Hotel,AE,United Arab Emirates,Al-Fujairah,iPhoneApp,"February 27, 2017",0
722242,1,0,0,"February 24, 2017",1,2,3,Others,SA,Saudi Arabia,Makkah (Mecca),AndroidApp,"February 20, 2017",0
25816,1,0,0,"January 27, 2017",6,1,3,Hotel,SA,United Arab Emirates,Dubai,AndroidOS,"January 9, 2017",0
757348,0,0,0,"August 28, 2017",1,1,3,Others,SA,Saudi Arabia,Taif,iOS,"August 14, 2017",0
24934,1,0,0,"March 27, 2017",7,1,4,Hotel,SA,United Arab Emirates,Dubai,Chrome,"March 20, 2017",0
26348,1,0,0,"February 17, 2017",1,1,5,Hotel,IL,Palestine,Ramallah and Al-Bireh,AndroidOS,"January 9, 2017",0
315910,1,0,0,"April 14, 2017",2,2,1,Hotel,OM,United Arab Emirates,Dubai,iPhoneApp,"April 10, 2017",0
874278,0,1,0,"August 29, 2017",1,1,0,Suite,SA,Saudi Arabia,Jeddah,AndroidApp,"August 28, 2017",0
342134,0,0,1,"August 15, 2017",1,1,2,Hostel/BackPacker Accommodation,IL,United Kingdom,London,Chrome,"January 16, 2017",1
243876,0,0,0,"March 26, 2017",4,1,4,Hotel,MY,Malaysia,Kuala Lumpur,AndroidApp,"March 20, 2017",0
34002,0,0,0,"December 6, 2017",1,1,5,Hotel,SA,Bahrain,Manama,iPhoneApp,"December 4, 2017",1
809054,1,0,0,"March 31, 2017",6,1,0,Apart Hotel,SA,Saudi Arabia,Jeddah,Chrome,"March 26, 2017",0
42288,0,0,0,"June 27, 2017",1,1,3,Hotel,SA,Saudi Arabia,Madinah,iPhoneApp,"June 26, 2017",1
784078,0,0,0,"June 13, 2017",1,1,3,Others,SA,Saudi Arabia,Makkah (Mecca),iPhoneApp,"May 8, 2017",1
16392,1,0,0,"August 30, 2017",3,1,5,Hotel,SA,Kuwait,Fahaheel,iPhoneApp,"August 28, 2017",0
287946,1,0,0,"August 15, 2017",13,1,5,All Inclusive,SA,Turkey,Antalya,iPhoneApp,"June 5, 2017",1
19042,1,0,0,"October 13, 2017",2,1,5,Hotel,AE,Turkey,Istanbul,Chrome,"October 9, 2017",0
402050,0,0,0,"February 27, 2017",1,1,3,Hotel,BH,United Arab Emirates,Abu Dhabi,AndroidApp,"February 27, 2017",0
514724,1,0,1,"September 5, 2017",7,1,3,Apart Hotel,SA,Indonesia,Jakarta,iPhoneApp,"August 28, 2017",1
24478,0,0,0,"August 13, 2017",1,1,3,Hotel,SA,United Arab Emirates,Dubai,Chrome,"August 7, 2017",0
57432,1,0,0,"September 2, 2017",2,1,3,Hotel,SA,Saudi Arabia,Abha,iPhoneApp,"August 28, 2017",0
822534,0,1,0,"April 3, 2017",1,1,3,Apart Hotel,SA,Saudi Arabia,Madinah,Chrome,"April 3, 2017",0
979040,1,0,0,"August 1, 2017",5,1,0,Apartment,SA,United Arab Emirates,Dubai,Chrome,"July 31, 2017",0
815030,0,1,0,"January 24, 2017",1,1,4,Apart Hotel,SA,Saudi Arabia,Dammam,Chrome,"January 16, 2017",0
15210,0,0,0,"September 14, 2017",1,1,5,Hotel,SA,United Arab Emirates,Abu Dhabi,IE,"September 11, 2017",0
1069346,0,0,0,"June 26, 2017",2,1,5,Hotel,SA,Saudi Arabia,Makkah (Mecca),iPhoneApp,"June 19, 2017",0
322616,1,0,0,"July 6, 2017",2,1,4,Hotel,AE,United Arab Emirates,Abu Dhabi,AndroidApp,"June 26, 2017",1
14758,0,0,1,"August 21, 2017",1,1,5,Hotel,AE,United Arab Emirates,Abu Dhabi,iPhoneApp,"August 21, 2017",0
822708,1,1,0,"June 29, 2017",3,1,2,Hotel,AU,Jordan,Amman,AndroidApp,"March 13, 2017",1
255660,0,0,1,"May 2, 2017",1,2,5,Hotel,SA,Turkey,Istanbul,iPhoneApp,"May 1, 2017",0
40204,1,0,0,"April 20, 2017",2,1,3,Apart Hotel,KW,Morocco,Marrakech,iPhoneApp,"January 16, 2017",0
204368,1,0,0,"March 17, 2017",2,1,5,Hotel,SA,Malaysia,Kuala Lumpur,iPhoneApp,"March 6, 2017",1
46008,0,0,0,"January 22, 2017",5,2,4,Hotel,QA,Saudi Arabia,Makkah (Mecca),AndroidApp,"January 16, 2017",0
874278,1,1,0,"April 27, 2017",2,1,0,Suite,SA,Saudi Arabia,Jeddah,iPhoneApp,"April 24, 2017",1
30946,1,1,0,"June 9, 2017",1,1,4,Hotel,SA,Saudi Arabia,Makkah (Mecca),iPhoneApp,"June 5, 2017",0
46008,0,0,0,"January 23, 2017",1,1,4,Hotel,SA,Saudi Arabia,Makkah (Mecca),iPhoneApp,"January 23, 2017",0
20294,1,0,0,"March 18, 2017",4,1,4,Hotel,PS,Turkey,Istanbul,iPhoneApp,"March 13, 2017",0
24560,0,0,0,"July 20, 2017",1,1,4,Hotel,SA,United Arab Emirates,Dubai,iPhoneApp,"July 17, 2017",1
744466,0,0,0,"August 16, 2017",1,1,0,Suite,SA,Saudi Arabia,Jeddah,iPhoneApp,"August 14, 2017",0
23568,1,0,0,"April 12, 2017",3,2,5,Hotel,SA,Saudi Arabia,Jeddah,Chrome,"April 3, 2017",0
406394,0,0,1,"October 25, 2017",2,1,4,Hotel Resort,PS,Thailand,Ko Phi Phi,Chrome,"October 9, 2017",0
16166,0,0,0,"July 17, 2017",1,1,4,Hotel Resort,SA,Bahrain,Manama,iPhoneApp,"June 5, 2017",0
42332,0,0,0,"October 19, 2017",1,1,3,Hotel,SA,Saudi Arabia,Madinah,AndroidApp,"October 16, 2017",0
17548,0,0,0,"April 2, 2017",2,2,4,Hotel,SA,Qatar,Doha,iPhoneApp,"March 26, 2017",1
1006912,0,0,0,"September 4, 2017",1,2,2,Apart Hotel,SA,Saudi Arabia,Hail,iPhoneApp,"September 4, 2017",1
46008,1,0,0,"June 9, 2017",3,1,4,Hotel,SA,Saudi Arabia,Makkah (Mecca),iPhoneApp,"June 5, 2017",1
16082,0,0,0,"July 16, 2017",3,1,5,Hotel Resort,SA,United Arab Emirates,Al-Fujairah,Chrome,"July 10, 2017",0
42072,0,0,0,"January 29, 2017",2,1,4,Hostel/BackPacker Accommodation,OM,United Arab Emirates,Dubai,AndroidApp,"January 23, 2017",0
664310,0,0,1,"November 5, 2017",1,1,0,Hotel Resort,AE,United Arab Emirates,Abu Dhabi,iPhoneApp,"October 30, 2017",0
19440,1,0,0,"April 7, 2017",1,1,4,Hotel,SA,Bahrain,Manama,iPhoneApp,"March 26, 2017",1
874298,1,1,0,"October 19, 2017",3,1,0,Apartment,SA,Saudi Arabia,Makkah (Mecca),AndroidApp,"October 9, 2017",1
682320,1,0,0,"February 24, 2017",3,1,0,Others,SA,United Arab Emirates,Dubai,iPhoneApp,"February 6, 2017",1
744498,0,1,0,"June 14, 2017",1,1,4,Hotel,SA,Saudi Arabia,Jeddah,iPhoneApp,"June 12, 2017",1
16166,1,0,0,"June 28, 2017",3,1,4,Hotel Resort,SA,Bahrain,Manama,iOS,"June 5, 2017",1
381330,0,0,0,"August 28, 2017",1,1,5,Hotel,SA,Saudi Arabia,Gizan,AndroidApp,"August 28, 2017",1
56884,0,0,0,"June 28, 2017",1,1,4,Hotel,SA,Saudi Arabia,Madinah,iPhoneApp,"June 19, 2017",1
31062,1,0,0,"October 7, 2017",4,1,4,Hotel,TN,Saudi Arabia,Makkah (Mecca),Chrome,"October 2, 2017",0
14992,0,0,1,"July 9, 2017",1,1,5,Hotel,SA,Saudi Arabia,Jeddah,iPhoneApp,"June 5, 2017",1
751900,0,0,0,"January 31, 2017",2,4,3,Others,SA,Saudi Arabia,Jeddah,iPhoneApp,"January 30, 2017",0
482248,1,0,1,"September 20, 2017",4,2,4,Hotel,KW,Turkey,Istanbul,Chrome,"September 18, 2017",0
30786,0,1,0,"July 20, 2017",1,1,3,Hotel Resort,SA,Saudi Arabia,Al Khobar,iPhoneApp,"July 17, 2017",0
